cd_procedimento;nm_procedimento
31303196;Cauterização química, ou eletrocauterização, ou criocauterização de lesões de colo uterino (por sessão)
31303269;Implante de dispositivo intra-uterino (DIU) não hormonal
31303293;Implante de dispositivo intra-uterino (DIU) hormonal
31303307;Retirada de DIU por histeroscopia
31303307;Retirada de DIU por histeroscopia
31303307;Retirada de DIU por histeroscopia
31306047;Perineorrafia (não obstétrica) e/ou episiotomia e/ou episiorrafia
31401350;Implantação de halo para radiocirurgia
31402038;Tampão sanguíneo peridural para tratamento de cefaléia após punção (não indicada na profilaxia da cefaléia)
31403018;Biópsia de nervo
31403026;Bloqueio de nervo periférico - nervos periféricos
31403301;Reposição de fármaco(s) em bombas implantadas
31403328;Revisão de sistema implantados para infusão de fármacos
31405010;Bloqueio do sistema nervoso autônomo
31601014;Acupuntura por sessão
31602029;Analgesia por dia subsequente. Acompanhamento de analgesia por cateter peridural
31602070;Bloqueio anestésico simpático
31602118;Bloqueio de nervo periférico - bloqueios anestésicos de nervos e estímulos neurovasculares
31602126;Bloqueio facetário para-espinhoso
31602185;Estimulação elétrica transcutânea
31602207;Instalação de bomba de infusão para analgesia em dor aguda ou crônica, por qualquer via
31602223;Passagem de catéter peridural ou subaracnóideo com bloqueio de prova
31602223;Passagem de catéter peridural ou subaracnóideo com bloqueio de prova
31602231;Anestesia para endoscopia diagnóstica
31602240;Anestesia para endoscopia intervencionista
31602258;Anestesia para exames radiológicos de angiorradiologia
31602266;Anestesia para exames de ultrassonografia
31602274;Anestesia para exames de tomografia computadorizada 
31602282;Anestesia para exames de ressonância magnética 
31602290;Anestesia para procedimentos de radioterapia
31602290;Anestesia para procedimentos de radioterapia
31602290;Anestesia para procedimentos de radioterapia
31602304;Anestesia para exames específicos, teste para diagnóstico e outros procedimentos diagnósticos
31602312;Anestesia para procedimentos clínicos ambulatoriais e hospitalares
31602320;Anestesia para procedimentos de medicina nuclear
31602339;Bloqueio anestésico de plexos nervosos (lombossacro, braquial, cervical) para tratamento de dor
40101010;ECG convencional de até 12 derivações
40101029;ECG de alta resolução
40101037;Teste ergométrico computadorizado (inclui ECG basal convencional)
40101045;Teste ergométrico convencional - 3 ou mais derivações simultâneas (inclui ECG basal convencional)
40101053;Variabilidade da frequência cardíaca
40101061;Ergoespirometria ou teste cardiopulmonar de exercício completo (espirometria forçada, consumo de O2, produção de CO2 e derivados, ECG, oximetria)
40101061;Ergoespirometria ou teste cardiopulmonar de exercício completo (espirometria forçada, consumo de O2, produção de CO2 e derivados, ECG, oximetria)
40102025;Manometria computadorizada anorretal
40102033;Manometria computadorizada anorretal para biofeedback - 1ª sessão
40102041;Manometria computadorizada anorretal para biofeedback - demais sessões
40102050;Manometria esofágica computadorizada com teste provocativo
40102068;Manometria esofágica computadorizada sem teste provocativo
40102076;Manometria esofágica para localização dos esfíncteres pré-pH-metria
40102084;pH-metria esofágica computadorizada com um canal
40102092;pH-metria esofágica computadorizada com dois canais
40102106;pH-metria esofágica computadorizada com três canais
40102122;pH-metria gástrica de 24 horas com quatro canais
40102130;pH-metria esofágica de 24 horas com quatro canais
40103013;Análise computadorizada da voz
40103064;Audiometria de tronco cerebral (PEA) BERA
40103072;Audiometria tonal limiar com testes de discriminação
40103080;Audiometria tonal limiar infantil condicionada (qualquer técnica) - Peep-show
40103099;Audiometria vocal - pesquisa de limiar de discriminação
40103102;Audiometria vocal - pesquisa de limiar de inteligibilidade
40103110;Audiometria vocal com mensagem competitiva (SSI, SSW)
40103137;Campimetria computadorizada - monocular
40103161;Decay do reflexo estapédico
40103170;EEG de rotina
40103196;EEGQ quantitativo (mapeamento cerebral)
40103234;Eletrencefalograma em vigília, e sono espontâneo ou induzido
40103242;Eletro-oculografia - monocular
40103250;Eletro-retinografia - monocular
40103269;Eletrococleografia (Ecochg)
40103285;Eletroglotografia
40103307;Eletroneuromiografia (velocidade de condução) testes de estímulos para paralisia facial
40103315;Eletroneuromiografia de MMII
40103323;Eletroneuromiografia de MMSS
40103331;Eletroneuromiografia de MMSS e MMII
40103340;Eletroneuromiografia de segmento complementar
40103358;Eletroneuromiografia de segmento especial
40103366;Eletroneuromiografia genitoperineal
40103374;"EMG com registro de movimento involuntário (teste dinâmico de escrita; estudo funcional de tremores)"
40103382;EMG para monitoração de quimodenervação (por sessão)
40103390;EMG quantitativa ou EMG de fibra única
40103404;Espectrografia vocal
40103412;Gustometria
40103439;Impedanciometria - timpanometria
40103447;Método de Proetz (por sessão)
40103455;Otoemissões acústicas produto de distorção
40103463;Otoemissões evocadas transientes
40103498;Potencial evocado auditivo de tronco cerebral (PEA-TC)
40103501;Pesquisa do fenômeno de Tullio
40103510;Poligrafia de recém-nascido (maior ou igual 2 horas) (PG/RN)
40103560;Potencial evocado - P300
40103579;Potencial evocado auditivo de média latência (PEA-ML) bilateral
40103609;Potencial evocado motor - PEM (bilateral)
40103617;Potencial evocado somato-sensitivo - membros inferiores (PESS)
40103625;Potencial evocado somato-sensitivo - membros superiores (PESS)
40103633;Potencial evocado visual (PEV)
40103641;Provas de função tubária
40103650;Registro do nistagmo pendular
40103650;Registro do nistagmo pendular
40103668;Rinomanometria computadorizada
40103714;Teste de estimulação repetitiva (um ou mais músculos)
40103722;Teste de fístula perilinfática com eletronistagmografia
40103722;Teste de fístula perilinfática com eletronistagmografia
40103730;Teste de latências múltiplas de sono (TLMS) diurno pós PSG
40103749;Vectoeletronistagmografia - computadorizada
40103757;Vídeo-eletrencefalografia contínua não invasiva - 12 horas (vídeo EEG/NT)
40103803;Avaliação da função auditiva central
40103820;Pesquisa do nistagmo optocinético
40103820;Pesquisa do nistagmo optocinético
40103862;Eletroencefalograma com eletrodos especiais
40103862;Eletroencefalograma com eletrodos especiais
40103889;Processamento auditivo central infantil (de 3 a 7 anos)
40103897;Processamento auditivo central (a partir dos 7 anos e adulto)
40104010;Avaliação muscular por dinamometria computadorizada (isocinética) - por articulação
40104028;Cronaximetria
40104036;Curva I/T - medida de latência de nervo periférico
40104125;Sistema tridimensional de avaliação do movimento que inclui vídeo acoplado à plataforma da força e eletromiografia
40105016;Determinação das pressões respiratórias máximas
40105024;Determinação dos volumes pulmonares por diluição de gases
40105032;Determinação dos volumes pulmonares por pletismografia
40105040;Medida da difusão do monóxido de carbono
40105059;Medida de pico de fluxo expiratório
40105067;Medida seriada por 3 semanas do pico de fluxo expiratório
40105075;Prova de função pulmonar completa (ou espirometria)
40105075;Prova de função pulmonar completa (ou espirometria)
40105083;Resistência das vias aéreas por oscilometria
40105083;Resistência das vias aéreas por oscilometria
40105091;Resistência das vias aéreas por pletismografia
40105148;Espirometria
40201015;Amnioscopia
40201023;Anuscopia (interna e externa)
40201058;Broncoscopia com ou sem aspirado ou lavado brônquico bilateral
40201066;Cistoscopia e/ou uretroscopia
40201074;Colangiopancreatografia retrógrada endoscópica
40201082;Colonoscopia (inclui a retossigmoidoscopia)
40201090;Colonoscopia com magnificação
40201104;Ecoendoscopia alta
40201112;Ecoendoscopia baixa
40201120;Endoscopia digestiva alta
40201139;Endoscopia digestiva alta com magnificação
40201147;Enteroscopia
40201155;Histeroscopia diagnóstica com biópsia
40201171;Retossigmoidoscopia flexível
40201180;Retossigmoidoscopia rígida
40201198;Vídeo-endoscopia do esfíncter velo-palatino com ótica flexível
40201201;Vídeo-endoscopia do esfíncter velo-palatino com ótica rígida
40201210;Vídeo-endoscopia naso-sinusal com ótica flexível
40201228;Vídeo-endoscopia naso-sinusal com ótica rígida
40201236;Vídeo-laringo-estroboscopia com endoscópio flexível
40201244;Vídeo-laringo-estroboscopia com endoscópio rígido
40201252;Vídeo-faringo-laringoscopia com endoscópio flexível
40201260;Vídeo-faringo-laringoscopia com endoscópio rígido
40201309;Avaliação endoscópica da deglutição (FEES)
40201333;Endoscopia digestiva alta com cromoscopia
40201350;Colonoscopia com cromoscopia
40202038;Endoscopia digestiva alta com biópsia e/ou citologia
40202089;Colagem de fístula por via endoscópica
40202097;Colocação de cânula sob orientação endoscópica
40202135;Colonoscopia com magnificação e tatuagem
40202143;Descompressão colônica por colonoscopia
40202178;Dilatação de estenose laringo-traqueo-brônquica
40202186;Dilatação instrumental do esôfago, estômago ou duodeno
40202194;Dilatação instrumental e injeção de substância medicamentosa por endoscopia
40202240;Ecoendoscopia com punção por agulha
40202259;Esclerose de varizes de esôfago, estômago ou duodeno
40202267;Estenostomia endoscópica
40202330;Injeção de substância medicamentosa por endoscopia
40202348;Introdução de prótese no esôfago
40202410;Laringoscopia/traqueoscopia com retirada de corpo estranho (tubo rígido)
40202429;Laringoscopia/traqueoscopia para diagnóstico e biópsia (tubo rígido)
40202429;Laringoscopia/traqueoscopia para diagnóstico e biópsia (tubo rígido)
40202437;Laringoscopia/traqueoscopia para diagnóstico e biópsia com aparelho flexível
40202437;Laringoscopia/traqueoscopia para diagnóstico e biópsia com aparelho flexível
40202445;Laringoscopia/traqueoscopia para intubação oro ou nasotraqueal
40202453;Ligadura elástica do esôfago, estômago ou duodeno
40202488;Nasofibrolaringoscopia para diagnóstico e/ou biópsia
40202496;Papilotomia biópsia e/ou citologia biliar e pancreática
40202518;Papilotomia endoscópica (para retirada de cálculos coledocianos ou drenagem biliar)
40202534;Passagem de sonda naso-enteral
40202542;Polipectomia de cólon (independente do número de pólipos)
40202550;Polipectomia do esôfago, estômago ou duodeno (independente do número de pólipos)
40202569;Retirada de corpo estranho do cólon
40202577;Retirada de corpo estranho do esôfago, estômago ou duodeno
40202585;Retirada de corpo estranho no brônquio ou brônquico
40202593;Retirada de tumor ou papiloma por broncoscopia
40202607;Tamponamento de varizes do esôfago e estômago
40202615;Endoscopia digestiva alta com biópsia e teste de urease (pesquisa Helicobacter pylori)
40202623;Traqueostomia por punção percutânea
40202666;Colonoscopia com biópsia e/ou citologia
40202674;Colonoscopia com dilatação segmentar
40202682;Retossigmoidoscopia flexível com polipectomia
40202690;Retossigmoidoscopia flexível com biópsia e/ou citologia
40202704;Colonoscopia com estenostomia
40202712;Colonoscopia com mucosectomia
40202720;Retossigmoidoscopia rígida com biópsia e/ou citologia
40202739;Retossigmoidoscopia rígida com polipectomia
40202747;Endoscopia digestiva alta com cromoscopia e biópsia e/ou citologia
40202763;Laringoscopia/traqueoscopia com laser para exérese de papiloma/tumor
40301010;3-metil histidina, pesquisa e/ou dosagem no soro
40301028;5-nucleotidase - pesquisa e/ou dosagem
40301036;Acetaminofen - pesquisa e/ou dosagem
40301044;Acetilcolinesterase, em eritrócitos - pesquisa e/ou dosagem
40301060;Ácido ascórbico (vitamina C) - pesquisa e/ou dosagem
40301087;Ácido fólico, pesquisa e/ou dosagem nos eritrócitos
40301109;Ácido láctico (lactato) - pesquisa e/ou dosagem
40301117;Ácido orótico - pesquisa e/ou dosagem
40301125;Ácido oxálico - pesquisa e/ou dosagem
40301133;Ácido pirúvico - pesquisa e/ou dosagem
40301141;Ácido siálico - pesquisa e/ou dosagem
40301150;Ácido úrico - pesquisa e/ou dosagem
40301168;Ácido valpróico - pesquisa e/ou dosagem
40301168;Ácido valpróico - pesquisa e/ou dosagem
