"cd_procedimento";"ano_realizacao";"cd_modalidade";"nm_modalidade";"n_procedimento";"custo_procedimento"
"20103077";"2024";28;Seguradora Especializada Em Saúde;29.00;4297.29
"20103093";"2023";22;Cooperativa Médica;146746.02;2714662.05
"20103093";"2023";24;Autogestão;1006.00;24817.36
"20103093";"2023";25;Medicina De Grupo;4593.00;73068.41
"20103093";"2023";27;Filantropia;54.00;920.99
"20103093";"2023";28;Seguradora Especializada Em Saúde;2705.00;128236.97
"20103093";"2024";22;Cooperativa Médica;140059.00;1860096.83
"20103093";"2024";24;Autogestão;391.00;8661.25
"20103093";"2024";25;Medicina De Grupo;2803.00;45016.31
"20103093";"2024";28;Seguradora Especializada Em Saúde;2562.00;59843.40
"20103107";"2023";22;Cooperativa Médica;406.00;7169.33
"20103107";"2023";24;Autogestão;34.00;4269.30
"20103107";"2023";25;Medicina De Grupo;166.00;17328.90
"20103107";"2023";27;Filantropia;64.00;2818.72
"20103107";"2023";28;Seguradora Especializada Em Saúde;1664.00;93722.70
"20103107";"2024";22;Cooperativa Médica;18.00;1348.61
"20103107";"2024";24;Autogestão;25.00;3600.00
"20103107";"2024";25;Medicina De Grupo;75.00;12419.52
"20103107";"2024";27;Filantropia;37.00;680.00
"20103107";"2024";28;Seguradora Especializada Em Saúde;288.00;29831.35
"20103131";"2023";22;Cooperativa Médica;22237.00;871036.65
"20103131";"2023";24;Autogestão;1385.00;93647.03
"20103131";"2023";25;Medicina De Grupo;33057.00;1533749.20
"20103131";"2023";27;Filantropia;421.00;26677.46
"20103131";"2023";28;Seguradora Especializada Em Saúde;7151.00;573756.99
"20103131";"2024";22;Cooperativa Médica;15541.00;690115.13
"20103131";"2024";24;Autogestão;756.00;40008.20
"20103131";"2024";25;Medicina De Grupo;33441.00;1527039.10
"20103131";"2024";28;Seguradora Especializada Em Saúde;4106.00;403732.42
"20103140";"2023";22;Cooperativa Médica;17331.00;2184241.61
"20103140";"2023";24;Autogestão;1845.00;394595.68
"20103140";"2023";25;Medicina De Grupo;2104.00;561885.49
"20103140";"2023";26;Odontologia De Grupo;10.00;0.00
"20103140";"2023";27;Filantropia;176.00;12879.48
"20103140";"2023";28;Seguradora Especializada Em Saúde;2116.00;409627.64
"20103140";"2024";22;Cooperativa Médica;13751.00;1952689.14
"20103140";"2024";24;Autogestão;1633.00;418326.02
"20103140";"2024";25;Medicina De Grupo;2031.00;680685.75
"20103140";"2024";27;Filantropia;16.00;3532.24
"20103140";"2024";28;Seguradora Especializada Em Saúde;307.00;58812.08
"20103182";"2023";22;Cooperativa Médica;51762.00;1144912.44
"20103182";"2023";24;Autogestão;1667.00;32634.50
"20103182";"2023";25;Medicina De Grupo;20500.00;378620.14
"20103182";"2023";27;Filantropia;380.00;4200.00
"20103182";"2023";28;Seguradora Especializada Em Saúde;7888.00;277454.16
"20103182";"2024";22;Cooperativa Médica;38988.00;869392.15
"20103182";"2024";24;Autogestão;168.00;10340.73
"20103182";"2024";25;Medicina De Grupo;15570.00;382825.21
"20103182";"2024";27;Filantropia;93.00;1235.20
"20103182";"2024";28;Seguradora Especializada Em Saúde;3659.00;114087.30
"20103190";"2023";22;Cooperativa Médica;2702.00;64763.92
"20103190";"2023";24;Autogestão;332.00;8209.24
"20103190";"2023";25;Medicina De Grupo;12483.00;195285.33
"20103190";"2023";27;Filantropia;10.00;125.00
"20103190";"2023";28;Seguradora Especializada Em Saúde;951.00;35718.24
"20103190";"2024";22;Cooperativa Médica;597.00;19488.15
"20103190";"2024";24;Autogestão;46.00;693.36
"20103190";"2024";25;Medicina De Grupo;11417.00;155221.43
"20103190";"2024";28;Seguradora Especializada Em Saúde;579.00;8419.08
"20103204";"2023";22;Cooperativa Médica;139.00;1412.24
"20103204";"2023";24;Autogestão;19.00;495.63
"20103204";"2023";25;Medicina De Grupo;373.00;4545.06
"20103204";"2023";27;Filantropia;30.00;288.00
"20103204";"2023";28;Seguradora Especializada Em Saúde;77.00;6147.74
"20103204";"2024";22;Cooperativa Médica;80.00;849.60
"20103204";"2024";24;Autogestão;10.00;360.70
"20103204";"2024";25;Medicina De Grupo;38.00;868.92
"20103204";"2024";27;Filantropia;30.00;288.00
"20103204";"2024";28;Seguradora Especializada Em Saúde;59.00;9102.88
"20103212";"2023";22;Cooperativa Médica;6611.00;135664.43
"20103212";"2023";24;Autogestão;1600.00;47161.48
"20103212";"2023";25;Medicina De Grupo;5291.00;116766.60
"20103212";"2023";28;Seguradora Especializada Em Saúde;2122.00;107798.48
"20103212";"2024";22;Cooperativa Médica;1404.00;35417.92
"20103212";"2024";24;Autogestão;45.00;3034.66
"20103212";"2024";25;Medicina De Grupo;3019.00;98129.03
"20103212";"2024";28;Seguradora Especializada Em Saúde;399.00;44361.04
"20103220";"2023";22;Cooperativa Médica;66538.00;904977.13
"20103220";"2023";24;Autogestão;3439.00;82638.19
"20103220";"2023";25;Medicina De Grupo;31155.00;646427.85
"20103220";"2023";27;Filantropia;5364.00;79759.77
"20103220";"2023";28;Seguradora Especializada Em Saúde;10197.00;686275.13
"20103220";"2024";22;Cooperativa Médica;42804.00;582167.07
"20103220";"2024";24;Autogestão;938.00;22550.76
"20103220";"2024";25;Medicina De Grupo;24871.00;552257.02
"20103220";"2024";27;Filantropia;1160.00;20473.47
"20103220";"2024";28;Seguradora Especializada Em Saúde;5527.00;372446.12
"20103239";"2023";22;Cooperativa Médica;12410.00;337018.17
"20103239";"2023";24;Autogestão;389.00;19851.24
"20103239";"2023";25;Medicina De Grupo;1601.00;113919.35
"20103239";"2023";28;Seguradora Especializada Em Saúde;713.00;24960.14
"20103239";"2024";22;Cooperativa Médica;10213.00;300227.35
"20103239";"2024";24;Autogestão;244.00;20543.11
"20103239";"2024";25;Medicina De Grupo;2739.00;153275.76
"20103239";"2024";27;Filantropia;2.00;30.00
"20103239";"2024";28;Seguradora Especializada Em Saúde;83.00;6431.51
"20103247";"2023";22;Cooperativa Médica;291.00;7578.65
"20103247";"2023";24;Autogestão;304.00;4791.04
"20103247";"2023";25;Medicina De Grupo;23.00;147.20
"20103247";"2024";22;Cooperativa Médica;1.00;3.79
"20103247";"2024";24;Autogestão;282.00;8083.41
"20103255";"2023";22;Cooperativa Médica;1529.00;14570.95
"20103255";"2023";24;Autogestão;600.00;15544.11
"20103255";"2023";25;Medicina De Grupo;690.00;18189.60
"20103255";"2023";28;Seguradora Especializada Em Saúde;166.00;4106.00
"20103255";"2024";22;Cooperativa Médica;403.00;4657.62
"20103255";"2024";24;Autogestão;454.00;12747.19
"20103255";"2024";25;Medicina De Grupo;223.00;6655.60
"20103255";"2024";27;Filantropia;19.00;288.00
"20103255";"2024";28;Seguradora Especializada Em Saúde;6.00;99.72
"20103263";"2023";22;Cooperativa Médica;1841.00;37973.69
"20103263";"2023";24;Autogestão;582.00;14066.42
"20103263";"2023";25;Medicina De Grupo;6934.00;144136.16
"20103263";"2023";27;Filantropia;7.00;138.39
"20103263";"2023";28;Seguradora Especializada Em Saúde;1063.00;118518.17
"20103263";"2024";22;Cooperativa Médica;252.00;3726.82
"20103263";"2024";24;Autogestão;105.00;2965.10
"20103263";"2024";25;Medicina De Grupo;5525.00;101734.58
"20103263";"2024";27;Filantropia;30.00;593.10
"20103263";"2024";28;Seguradora Especializada Em Saúde;243.00;17455.66
"20103271";"2023";22;Cooperativa Médica;1023.00;12984.48
"20103271";"2023";24;Autogestão;173.00;7668.07
"20103271";"2023";25;Medicina De Grupo;270.00;5867.62
"20103271";"2023";28;Seguradora Especializada Em Saúde;195.00;37491.57
"20103271";"2024";22;Cooperativa Médica;177.00;3671.39
"20103271";"2024";24;Autogestão;128.00;5365.68
"20103271";"2024";25;Medicina De Grupo;239.00;3726.35
"20103271";"2024";27;Filantropia;10.00;320.10
"20103271";"2024";28;Seguradora Especializada Em Saúde;33.00;17150.08
"20103280";"2023";22;Cooperativa Médica;2166.00;67810.76
"20103280";"2023";24;Autogestão;26.00;2260.70
"20103280";"2023";25;Medicina De Grupo;532.00;16692.25
"20103280";"2023";28;Seguradora Especializada Em Saúde;55.00;5917.00
"20103280";"2024";22;Cooperativa Médica;2392.00;45465.77
"20103280";"2024";24;Autogestão;21.00;841.17
"20103280";"2024";25;Medicina De Grupo;277.00;15013.99
"20103280";"2024";28;Seguradora Especializada Em Saúde;18.00;205.56
"20103298";"2023";22;Cooperativa Médica;27.00;252.15
"20103298";"2023";25;Medicina De Grupo;221.00;4594.22
"20103298";"2023";28;Seguradora Especializada Em Saúde;644.00;9196.62
"20103298";"2024";24;Autogestão;16.00;362.48
"20103298";"2024";25;Medicina De Grupo;33.00;583.18
"20103298";"2024";28;Seguradora Especializada Em Saúde;41.00;2014.91
"20103301";"2023";22;Cooperativa Médica;48857.00;5068917.07
"20103301";"2023";24;Autogestão;27449.00;2801023.37
"20103301";"2023";25;Medicina De Grupo;16447.00;1561669.71
"20103301";"2023";27;Filantropia;206.00;10668.43
"20103301";"2023";28;Seguradora Especializada Em Saúde;32805.00;2619532.11
"20103301";"2024";22;Cooperativa Médica;13792.00;1547681.24
"20103301";"2024";24;Autogestão;37142.00;4205380.12
"20103301";"2024";25;Medicina De Grupo;12623.00;1214544.13
"20103301";"2024";27;Filantropia;74.00;4848.39
"20103301";"2024";28;Seguradora Especializada Em Saúde;20739.00;1924838.79
"20103310";"2023";22;Cooperativa Médica;8750.00;184658.31
"20103310";"2023";24;Autogestão;903.00;29497.71
"20103310";"2023";25;Medicina De Grupo;18219.00;654715.68
"20103310";"2023";27;Filantropia;398.00;3861.44
"20103310";"2023";28;Seguradora Especializada Em Saúde;4402.00;74249.61
"20103310";"2024";22;Cooperativa Médica;2342.00;105939.83
"20103310";"2024";24;Autogestão;979.00;34593.55
"20103310";"2024";25;Medicina De Grupo;16557.00;877507.33
"20103310";"2024";27;Filantropia;308.00;3064.72
"20103310";"2024";28;Seguradora Especializada Em Saúde;789.00;13131.36
"20103328";"2023";22;Cooperativa Médica;3540.00;148392.81
"20103328";"2023";24;Autogestão;149.00;3717.62
"20103328";"2023";25;Medicina De Grupo;4525.00;61696.02
"20103328";"2023";27;Filantropia;1186.00;60946.95
"20103328";"2023";28;Seguradora Especializada Em Saúde;1913.00;29161.65
"20103328";"2024";22;Cooperativa Médica;1335.00;49881.95
"20103328";"2024";24;Autogestão;10.00;373.10
"20103328";"2024";25;Medicina De Grupo;2911.00;53339.12
"20103328";"2024";27;Filantropia;596.00;65570.00
"20103328";"2024";28;Seguradora Especializada Em Saúde;604.00;11380.19
"20103344";"2023";22;Cooperativa Médica;93815.00;1138327.48
"20103344";"2023";24;Autogestão;6081.00;154776.26
"20103344";"2023";25;Medicina De Grupo;51453.00;1582879.34
"20103344";"2023";27;Filantropia;10.00;120.50
"20103344";"2023";28;Seguradora Especializada Em Saúde;9501.00;269399.98
"20103344";"2024";22;Cooperativa Médica;24585.00;292373.91
"20103344";"2024";24;Autogestão;643.00;19754.65
"20103344";"2024";25;Medicina De Grupo;41679.00;973154.98
"20103344";"2024";28;Seguradora Especializada Em Saúde;2457.00;92813.13
"20103360";"2023";22;Cooperativa Médica;7781.00;612110.43
"20103360";"2023";24;Autogestão;901.00;30293.25
"20103360";"2023";25;Medicina De Grupo;1997.00;49951.94
"20103360";"2023";27;Filantropia;2308.00;62307.73
"20103360";"2023";28;Seguradora Especializada Em Saúde;1394.00;42454.93
"20103360";"2024";22;Cooperativa Médica;7449.00;739274.07
"20103360";"2024";24;Autogestão;330.00;13926.50
"20103360";"2024";25;Medicina De Grupo;588.00;9769.87
"20103360";"2024";27;Filantropia;765.00;56357.68
"20103360";"2024";28;Seguradora Especializada Em Saúde;917.00;34426.36
"20103379";"2023";22;Cooperativa Médica;108.00;1446.03
"20103379";"2023";24;Autogestão;21.00;369.50
"20103379";"2023";25;Medicina De Grupo;2.00;36.77
"20103379";"2023";28;Seguradora Especializada Em Saúde;56.00;3345.90
"20103379";"2024";25;Medicina De Grupo;9.00;202.95
"20103379";"2024";28;Seguradora Especializada Em Saúde;68.00;10182.20
"20103387";"2023";22;Cooperativa Médica;66.00;492.54
"20103387";"2023";24;Autogestão;12.00;214.70
"20103387";"2023";25;Medicina De Grupo;13.00;1522.50
"20103387";"2023";28;Seguradora Especializada Em Saúde;35.00;4144.88
"20103387";"2024";22;Cooperativa Médica;11.00;110.60
"20103387";"2024";25;Medicina De Grupo;10.00;90.00
"20103395";"2023";22;Cooperativa Médica;297.00;74808.87
"20103395";"2023";24;Autogestão;28.00;2120.46
"20103395";"2023";28;Seguradora Especializada Em Saúde;445.00;7400.85
"20103395";"2024";22;Cooperativa Médica;576.00;152100.48
"20103395";"2024";24;Autogestão;3.00;860.74
"20103395";"2024";28;Seguradora Especializada Em Saúde;190.00;5199.75
"20103409";"2023";22;Cooperativa Médica;62287.00;1769776.42
"20103409";"2023";24;Autogestão;754.00;24687.80
"20103409";"2023";25;Medicina De Grupo;263.00;5359.19
"20103409";"2023";27;Filantropia;1824.00;50810.22
"20103409";"2023";28;Seguradora Especializada Em Saúde;1951.00;49492.70
"20103409";"2024";22;Cooperativa Médica;53868.00;1482453.75
"20103409";"2024";24;Autogestão;32.00;1076.80
"20103409";"2024";25;Medicina De Grupo;229.00;4673.61
"20103409";"2024";28;Seguradora Especializada Em Saúde;1815.00;34664.95
"20103417";"2023";24;Autogestão;10.00;133.08
"20103417";"2024";22;Cooperativa Médica;1.00;7.20
"20103425";"2023";22;Cooperativa Médica;4688.00;219771.70
"20103425";"2023";24;Autogestão;93.00;4062.76
"20103425";"2023";25;Medicina De Grupo;989.00;40416.51
"20103425";"2023";28;Seguradora Especializada Em Saúde;3551.00;663074.95
"20103425";"2024";22;Cooperativa Médica;2236.00;47620.31
"20103425";"2024";24;Autogestão;10.00;310.10
"20103425";"2024";25;Medicina De Grupo;872.00;54137.96
"20103425";"2024";28;Seguradora Especializada Em Saúde;2340.00;476568.76
"20103433";"2023";22;Cooperativa Médica;645.00;27159.00
"20103433";"2023";24;Autogestão;70.00;2427.44
"20103433";"2023";25;Medicina De Grupo;463.00;11801.24
"20103433";"2023";28;Seguradora Especializada Em Saúde;107.00;3033.40
"20103433";"2024";22;Cooperativa Médica;797.00;23871.07
"20103433";"2024";25;Medicina De Grupo;101.00;2456.60
"20103433";"2024";28;Seguradora Especializada Em Saúde;61.00;8647.08
"20103441";"2023";22;Cooperativa Médica;12798.00;373639.10
"20103441";"2023";24;Autogestão;424.00;15395.32
"20103441";"2023";25;Medicina De Grupo;106771.00;2637164.25
"20103441";"2023";28;Seguradora Especializada Em Saúde;2465.00;138979.07
"20103441";"2024";22;Cooperativa Médica;6815.00;471910.36
"20103441";"2024";24;Autogestão;45.00;975.73
"20103441";"2024";25;Medicina De Grupo;125781.00;3591098.70
"20103441";"2024";28;Seguradora Especializada Em Saúde;1113.00;37387.15
"20103450";"2023";22;Cooperativa Médica;3457.00;182333.85
"20103450";"2023";24;Autogestão;77.00;6292.47
"20103450";"2023";25;Medicina De Grupo;4746.00;68837.96
"20103450";"2023";28;Seguradora Especializada Em Saúde;510.00;80398.28
"20103450";"2024";22;Cooperativa Médica;1141.00;21354.44
"20103450";"2024";25;Medicina De Grupo;2870.00;36913.59
"20103450";"2024";28;Seguradora Especializada Em Saúde;242.00;48623.30
"20103468";"2023";22;Cooperativa Médica;1955.00;25733.32
"20103468";"2023";24;Autogestão;219.00;9575.27
"20103468";"2023";25;Medicina De Grupo;900.00;24661.42
"20103468";"2023";27;Filantropia;24.00;288.00
"20103468";"2023";28;Seguradora Especializada Em Saúde;1499.00;153663.98
"20103468";"2024";22;Cooperativa Médica;825.00;10561.46
"20103468";"2024";24;Autogestão;204.00;23035.18
"20103468";"2024";25;Medicina De Grupo;905.00;29404.15
"20103468";"2024";28;Seguradora Especializada Em Saúde;261.00;42621.87
"20103476";"2023";22;Cooperativa Médica;82386.00;2582908.76
"20103476";"2023";24;Autogestão;4006.00;219325.34
"20103476";"2023";25;Medicina De Grupo;33246.00;960317.32
"20103476";"2023";27;Filantropia;18581.00;324731.15
"20103476";"2023";28;Seguradora Especializada Em Saúde;32074.00;2107061.63
"20103476";"2024";22;Cooperativa Médica;56987.00;1755468.22
"20103476";"2024";24;Autogestão;1172.00;76905.95
"20103476";"2024";25;Medicina De Grupo;34108.00;998862.72
"20103476";"2024";27;Filantropia;6777.00;128110.62
"20103476";"2024";28;Seguradora Especializada Em Saúde;22911.00;1320974.68
"20103484";"2023";22;Cooperativa Médica;475359.00;6544860.98
"20103484";"2023";24;Autogestão;23218.00;677947.30
"20103484";"2023";25;Medicina De Grupo;417321.00;5544494.50
"20103484";"2023";27;Filantropia;26908.00;221188.71
"20103484";"2023";28;Seguradora Especializada Em Saúde;142490.00;2665323.10
"20103484";"2024";22;Cooperativa Médica;357186.00;5385340.33
"20103484";"2024";24;Autogestão;12011.00;357513.54
"20103484";"2024";25;Medicina De Grupo;301033.20;4729506.60
"20103484";"2024";27;Filantropia;14580.00;192722.95
"20103484";"2024";28;Seguradora Especializada Em Saúde;90922.00;2085479.45
"20103492";"2023";22;Cooperativa Médica;755153.00;13209313.15
"20103492";"2023";24;Autogestão;35206.00;1234979.09
"20103492";"2023";25;Medicina De Grupo;402134.00;7587023.76
"20103492";"2023";27;Filantropia;21642.00;322477.86
"20103492";"2023";28;Seguradora Especializada Em Saúde;158726.00;3819531.42
"20103492";"2024";22;Cooperativa Médica;562661.00;10048169.23
"20103492";"2024";24;Autogestão;18497.00;727439.72
"20103492";"2024";25;Medicina De Grupo;406107.00;8253356.43
"20103492";"2024";27;Filantropia;11739.00;232258.67
"20103492";"2024";28;Seguradora Especializada Em Saúde;96073.00;2120023.84
"20103506";"2023";22;Cooperativa Médica;134119.00;1637564.36
"20103506";"2023";24;Autogestão;7673.00;239880.30
"20103506";"2023";25;Medicina De Grupo;96982.00;1440273.77
"20103506";"2023";27;Filantropia;9930.00;72815.90
"20103506";"2023";28;Seguradora Especializada Em Saúde;75515.00;1554265.60
"20103506";"2024";22;Cooperativa Médica;104850.00;1273436.98
"20103506";"2024";24;Autogestão;4260.00;133763.29
"20103506";"2024";25;Medicina De Grupo;80126.00;1240515.51
"20103506";"2024";27;Filantropia;4291.00;48694.38
"20103506";"2024";28;Seguradora Especializada Em Saúde;37712.00;663024.23
"20103514";"2023";22;Cooperativa Médica;325960.00;5475878.72
"20103514";"2023";24;Autogestão;24763.00;1137685.16
"20103514";"2023";25;Medicina De Grupo;264420.00;5135244.50
"20103514";"2023";27;Filantropia;6895.00;111020.67
"20103514";"2023";28;Seguradora Especializada Em Saúde;98118.00;3234645.12
"20103514";"2024";22;Cooperativa Médica;213844.00;3680107.35
"20103514";"2024";24;Autogestão;15320.00;793300.66
"20103514";"2024";25;Medicina De Grupo;256061.00;5310346.37
"20103514";"2024";27;Filantropia;3373.00;102813.32
"20103514";"2024";28;Seguradora Especializada Em Saúde;43602.00;961539.41
"20103522";"2023";22;Cooperativa Médica;560677.00;14250889.62
"20103522";"2023";24;Autogestão;7101.00;229805.57
"20103522";"2023";25;Medicina De Grupo;139701.00;7093528.24
"20103522";"2023";27;Filantropia;23843.00;451871.55
"20103522";"2023";28;Seguradora Especializada Em Saúde;53503.00;1354603.44
"20103522";"2024";22;Cooperativa Médica;495645.00;12998785.71
"20103522";"2024";24;Autogestão;2821.00;90088.72
"20103522";"2024";25;Medicina De Grupo;142176.00;7793047.73
"20103522";"2024";27;Filantropia;11106.00;223078.04
"20103522";"2024";28;Seguradora Especializada Em Saúde;45019.00;1136900.44
"20103530";"2023";22;Cooperativa Médica;3119.00;44801.28
"20103530";"2023";24;Autogestão;520.00;20567.92
"20103530";"2023";25;Medicina De Grupo;1544.00;21662.91
"20103530";"2023";27;Filantropia;811.00;10953.59
"20103530";"2023";28;Seguradora Especializada Em Saúde;744.00;9191.89
"20103530";"2024";22;Cooperativa Médica;950.00;9922.25
